publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2018p702211,earthquake,2018-09-17T19:38:23.390Z,2018-09-24T04:21:26.221Z,173.6125946,-42.16786194,2.244947443,10.72428513,M,,LOCSAT,confirmed,manual,iasp91,22,15,5,0.2539025545,116.2510872,0.6244661849,0
2018p702168,earthquake,2018-09-17T19:15:29.632Z,2018-09-24T04:18:22.448Z,174.2603912,-40.43119431,3.143624956,60.28892899,M,,LOCSAT,confirmed,manual,iasp91,71,57,42,0.4511026144,92.4901123,0.6333973537,0
2018p702132,earthquake,2018-09-17T18:56:20.541Z,2018-09-24T04:13:47.275Z,176.2515411,-37.99028015,2.855370308,147.9912567,M,,LOCSAT,confirmed,manual,iasp91,80,66,41,0.03043800592,57.20287657,0.472077179,0
2018p702109,earthquake,2018-09-17T18:44:05.576Z,2018-09-24T04:07:52.312Z,173.7965851,-41.99078751,2.328530046,8.62563324,M,,LOCSAT,confirmed,manual,iasp91,29,18,6,0.1422175765,115.2451401,0.608004191,0
2018p702090,,2018-09-17T18:34:06.798Z,2018-09-17T18:35:58.612Z,175.1912839,-40.98110482,1.411596233,19.53125,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.1607743317,85.86786973,0.6604752029,0
2018p702073,,2018-09-17T18:24:55.125Z,2018-09-17T18:26:52.357Z,176.5833155,-40.01245124,1.730873826,30.78125,M,,NonLinLoc,,automatic,nz3drx,13,13,8,0.1239691648,78.13856035,0.5107492246,0
2018p702070,outside of network interest,2018-09-17T18:22:59.548Z,2018-09-24T04:01:38.771Z,179.1170502,-34.89747238,3.615615349,120,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,13,8,2.738846779,336.9125824,0.9919659943,0
2018p702032,earthquake,2018-09-17T18:02:44.813Z,2018-09-17T20:36:39.561Z,175.0161648,-39.12388522,1.570825122,11.328125,M,,NonLinLoc,confirmed,manual,nz3drx,24,18,7,0.2002957772,134.7218349,0.2035080341,0
2018p702025,earthquake,2018-09-17T17:59:02.514Z,2018-09-24T04:56:26.255Z,173.814209,-41.98692703,2.963295428,8.478381157,M,,LOCSAT,confirmed,manual,iasp91,37,21,12,0.1285348386,116.5672913,0.8666543205,0
2018p702024,earthquake,2018-09-17T17:58:34.792Z,2018-09-17T22:28:04.861Z,173.7900543,-41.99311447,2.373390621,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,15,6,0.1475117654,115.0917587,0.3775522462,0
2018p702008,,2018-09-17T17:50:09.624Z,2018-09-17T17:52:07.363Z,173.772234,-41.98019885,1.84907759,17.65625,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.2753666137,137.5869375,0.4228971405,0
2018p701920,earthquake,2018-09-17T17:03:06.449Z,2018-09-24T03:48:14.672Z,173.5660553,-40.1984787,2.319753986,150.8239746,M,,LOCSAT,confirmed,manual,iasp91,29,18,4,0.6607867479,149.8157654,0.525954931,0
2018p701900,earthquake,2018-09-17T16:52:37.407Z,2018-09-17T20:35:30.888Z,176.6697878,-37.79807719,1.752800757,9.5703125,M,,NonLinLoc,confirmed,manual,nz3drx,16,12,7,0.104228933,165.3910717,0.2956043803,0
2018p701836,earthquake,2018-09-17T16:18:40.429Z,2018-09-17T20:34:10.237Z,176.1495705,-38.47206184,1.811464339,9.1015625,M,,NonLinLoc,confirmed,manual,nz3drx,18,10,6,0.1252492781,114.6400268,0.3168424418,0
2018p701782,,2018-09-17T15:49:56.755Z,2018-09-17T15:52:19.875Z,175.9261074,-38.72734354,2.273064081,127.8125,M,,NonLinLoc,,automatic,nz3drx,22,22,11,0.4933637101,69.34282802,1.50189491,0
2018p701755,,2018-09-17T15:35:27.342Z,2018-09-17T15:37:43.786Z,175.6810468,-38.79652593,2.109587313,115.625,M,,NonLinLoc,,automatic,nz3drx,21,21,8,0.369036837,214.3900468,2.02532069,0
2018p701733,,2018-09-17T15:23:36.949Z,2018-09-17T15:25:50.021Z,178.1507764,-37.65622352,1.958374133,43.4375,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.1578142057,152.7483333,1.261330059,0
2018p701684,,2018-09-17T14:57:16.194Z,2018-09-17T14:59:51.037Z,176.5530104,-37.98320869,2.526697677,119.375,M,,NonLinLoc,,automatic,nz3drx,66,66,26,0.1372500688,70.55429005,1.640542481,0
2018p701623,earthquake,2018-09-17T14:25:06.096Z,2018-09-24T03:37:44.551Z,168.5685425,-44.65184402,2.529263053,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,14,3,0.3648087084,108.0389462,1.440974347,0
2018p701616,,2018-09-17T14:21:20.647Z,2018-09-17T14:22:52.842Z,177.6266788,-37.8348497,1.833096882,25.15625,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.1343914486,158.0714789,0.6950670538,0
2018p701435,,2018-09-17T12:44:33.830Z,2018-09-17T12:48:53.166Z,171.8681449,-42.70608303,2.674637533,12.03125,M,,NonLinLoc,,automatic,nz3drx,28,28,11,0.3065250359,89.77128406,0.8523069687,0
2018p701418,,2018-09-17T12:36:02.108Z,2018-09-17T12:37:28.046Z,176.6626408,-40.00317217,1.42240965,43.4375,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.1542084372,85.96536986,0.3959619586,0
2018p701254,,2018-09-17T11:08:09.218Z,2018-09-17T11:10:02.447Z,172.3874824,-43.58517465,2.102473658,9.921875,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.2274488234,92.72764316,0.4370610451,0
2018p701237,,2018-09-17T10:59:25.435Z,2018-09-17T11:01:52.557Z,178.3599973,-37.66272609,2.534546846,24.6875,M,,NonLinLoc,,automatic,nz3drx,27,27,16,0.1054691128,212.1174901,0.9480077841,0
2018p701222,,2018-09-17T10:51:09.876Z,2018-09-17T10:53:07.341Z,176.3966366,-40.14433849,1.620493647,5.234375,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.08627185549,92.98701661,0.7872687688,0
2018p701160,,2018-09-17T10:18:27.556Z,2018-09-17T10:52:53.342Z,176.1302025,-38.60024107,2.43233347,131.5625,M,,NonLinLoc,,automatic,nz3drx,51,51,25,0.3176052597,142.780806,1.410345104,0
2018p701130,,2018-09-17T10:02:10.093Z,2018-09-17T10:48:28.280Z,176.6483653,-39.31528718,1.733184496,32.421875,M,,NonLinLoc,,automatic,nz3drx,22,22,9,0.1328837538,58.36745995,0.3641052919,0
2018p701027,earthquake,2018-09-17T09:07:14.393Z,2018-09-24T03:21:34.629Z,178.1542816,-37.04483795,2.916302335,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,47,40,25,0.5305823684,231.8911591,1.207033602,0
2018p700999,,2018-09-17T08:52:34.886Z,2018-09-17T09:38:57.655Z,177.7456688,-39.06127205,2.261110453,20.46875,M,,NonLinLoc,,automatic,nz3drx,28,28,17,0.06628426455,94.65109992,0.4901950632,0
2018p700973,,2018-09-17T08:38:50.535Z,2018-09-17T08:40:47.040Z,178.2089012,-38.25596582,1.593856272,17.65625,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.1888621641,168.8401362,0.4778361701,0
2018p700870,,2018-09-17T07:43:57.942Z,2018-09-17T07:45:11.833Z,175.0533016,-41.2113188,1.965035984,20.234375,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.2285714265,74.04953944,0.2887393229,0
2018p700790,,2018-09-17T07:01:04.010Z,2018-09-17T07:02:56.855Z,176.2449325,-40.15145004,1.767530014,8.984375,M,,NonLinLoc,,automatic,nz3drx,24,24,12,0.1629286055,61.58721344,0.6816827587,0
2018p700750,earthquake,2018-09-17T06:40:02.437Z,2018-09-17T21:52:01.065Z,177.2449036,-37.61762238,2.540437925,115.5555878,M,,LOCSAT,confirmed,manual,iasp91,19,14,11,0.1010735705,112.4562607,0.4339633811,0
2018p700722,,2018-09-17T06:24:59.002Z,2018-09-17T06:26:25.081Z,177.7164978,-38.43069266,1.55850948,40.15625,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.1036786626,80.84842548,0.5326186269,0
2018p700685,earthquake,2018-09-17T06:05:26.285Z,2018-09-24T03:08:19.006Z,178.9995575,-37.15266418,3.148440904,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,33,17,0.6870432496,270.7949677,0.9533419938,0
2018p700575,,2018-09-17T05:06:48.988Z,2018-09-17T05:08:38.799Z,174.2868851,-40.73071003,2.253717608,40.15625,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.2873141412,202.1412742,0.5560054199,0
2018p700528,earthquake,2018-09-17T04:41:41.320Z,2018-09-17T05:31:50.601Z,172.2130127,-41.72583389,2.913276366,75.70508575,M,,LOCSAT,confirmed,manual,iasp91,17,12,9,0.3062619567,108.6541471,1.212528666,0
2018p700457,,2018-09-17T04:03:51.429Z,2018-09-17T04:06:29.339Z,178.1144752,-37.80167181,2.230474645,26.5625,M,,NonLinLoc,,automatic,nz3drx,19,19,10,0.07131615648,240.3361352,0.9130057797,0
2018p700433,earthquake,2018-09-17T03:51:00.459Z,2018-09-24T03:03:29.111Z,176.5832062,-39.91174698,2.43480221,24.38224792,M,,LOCSAT,confirmed,manual,iasp91,25,19,12,0.1876577884,56.44411087,0.3220208447,0
2018p700401,earthquake,2018-09-17T03:33:55.306Z,2018-09-24T03:00:21.037Z,173.8476105,-41.94774628,2.506705182,13.31813145,M,,LOCSAT,confirmed,manual,iasp91,30,22,10,0.1001244783,99.7901535,0.4330326569,0
2018p700309,earthquake,2018-09-17T02:44:50.382Z,2018-09-17T05:29:24.405Z,167.7656555,-44.99460602,1.767449884,121.821167,M,,LOCSAT,confirmed,manual,iasp91,22,13,1,0.3410039544,204.419199,0.6762167324,0
2018p700270,,2018-09-17T02:24:06.740Z,2018-09-17T02:25:41.995Z,178.0147156,-38.64973651,1.897140765,21.40625,M,,NonLinLoc,,automatic,nz3drx,13,13,8,0.2079355282,159.0156901,0.2538222072,0
2018p700024,earthquake,2018-09-17T00:12:51.910Z,2018-09-17T05:22:36.870Z,176.8455811,-39.69436646,2.034987888,31.91628265,M,,LOCSAT,confirmed,manual,iasp91,17,10,8,0.102548629,87.84629822,0.3840485393,0
2018p699957,,2018-09-16T23:37:24.389Z,2018-09-16T23:39:37.474Z,174.7553459,-40.55786024,2.30150185,22.34375,M,,NonLinLoc,,automatic,nz3drx,26,26,13,0.3242187299,136.2253562,0.5729281754,0
2018p699877,earthquake,2018-09-16T22:54:35.505Z,2018-09-24T02:45:56.560Z,170.9825134,-43.68046951,2.415449741,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,30,22,7,0.06199017167,45.7535553,0.482993961,0
2018p699852,,2018-09-16T22:41:15.080Z,2018-09-16T22:43:13.678Z,175.8510838,-40.63475167,1.932575628,19.765625,M,,NonLinLoc,,automatic,nz3drx,18,18,12,0.1220761534,84.59226506,0.3896285949,0
2018p699847,,2018-09-16T22:38:53.053Z,2018-09-17T00:02:00.856Z,177.5258388,-39.06123298,2.224821392,20.46875,M,,NonLinLoc,,automatic,nz3drx,19,19,13,0.1221538265,104.3599338,0.1947151096,0
2018p699845,,2018-09-16T22:37:51.896Z,2018-09-16T22:39:51.024Z,175.8507786,-40.63724322,2.063533432,18.59375,M,,NonLinLoc,,automatic,nz3drx,24,24,14,0.1239259359,84.12491461,0.4665609704,0
2018p699805,,2018-09-16T22:16:13.436Z,2018-09-16T22:17:22.708Z,178.2033345,-38.25246313,1.803027308,18.59375,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.1872778301,193.5111964,0.4058314243,0
2018p699765,earthquake,2018-09-16T21:55:40.980Z,2018-09-17T01:13:22.862Z,175.7316871,-39.02357377,0.721442627,5.1171875,M,,NonLinLoc,confirmed,manual,nz3drx,12,7,2,0.05414038231,219.871359,0.272143731,0
2018p699763,,2018-09-16T21:53:58.095Z,2018-09-16T21:56:31.728Z,170.9416361,-43.24735232,2.561599431,5.46875,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.2301316083,76.15744914,0.7025903981,0
2018p699711,earthquake,2018-09-16T21:26:24.233Z,2018-09-17T21:42:20.597Z,173.7521667,-42.04999924,2.929984104,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,13,7,0.1951346695,126.6636467,0.3751778922,0
2018p699675,,2018-09-16T21:07:06.451Z,2018-09-16T21:08:18.004Z,178.2024573,-38.26242932,1.726879343,18.59375,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.1904089192,166.50626,0.4683293341,0
2018p699639,,2018-09-16T20:48:07.862Z,2018-09-16T20:49:15.210Z,171.2894311,-43.0602013,1.783844063,5.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,1,0.3521898458,109.8807804,0.6709121815,0
2018p699565,earthquake,2018-09-16T20:07:25.251Z,2018-09-23T23:38:48.778Z,179.273056,-32.38883591,4.279830906,120,M,operator assigned,LOCSAT,confirmed,manual,iasp91,67,56,25,3.942204952,189.1911964,2.453121531,0
2018p699557,,2018-09-16T20:04:20.593Z,2018-09-16T20:06:24.501Z,175.758472,-40.6953421,2.159763658,5.234375,M,,NonLinLoc,,automatic,nz3drx,14,14,11,0.1244332988,139.4273413,0.9493789315,0
2018p699518,earthquake,2018-09-16T19:43:17.073Z,2018-09-17T00:14:46.749Z,176.4539329,-38.52975982,2.015820438,6.2890625,M,,NonLinLoc,confirmed,manual,nz3drx,18,12,6,0.09435330807,75.655454,0.4575047237,0
2018p699478,,2018-09-16T19:22:19.834Z,2018-09-16T19:24:23.844Z,176.2757046,-38.36134297,1.895049632,93.125,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.03102741524,117.4612262,1.466609796,0
2018p699448,,2018-09-16T19:06:54.917Z,2018-09-16T19:09:02.498Z,174.8913405,-40.09659992,2.053834145,30.3125,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.7476408103,186.2924193,0.5446499755,0
2018p699277,,2018-09-16T17:34:52.454Z,2018-09-16T17:36:53.005Z,175.6907398,-38.91019859,2.151158265,68.75,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.4714388263,171.3313521,1.287107799,0
2018p699150,,2018-09-16T16:27:21.228Z,2018-09-16T16:29:39.299Z,173.4058772,-41.59898655,2.343154129,57.03125,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.3695084767,64.85243874,0.555747762,0
2018p699149,,2018-09-16T16:27:00.732Z,2018-09-16T16:29:03.524Z,178.2210391,-37.78499071,1.882278356,30.3125,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.1409547677,262.7939993,0.6871276574,0
2018p699048,earthquake,2018-09-16T15:32:53.319Z,2018-09-17T00:13:10.769Z,176.7453371,-38.11290739,1.895277162,5.5859375,M,,NonLinLoc,confirmed,manual,nz3drx,25,19,13,0.006652450395,58.78285591,0.2952687182,0
2018p699045,,2018-09-16T15:31:41.150Z,2018-09-16T15:33:48.993Z,176.2516721,-38.57063297,2.006660368,56.5625,M,,NonLinLoc,,automatic,nz3drx,24,24,12,0.2888596214,86.45574802,0.7956751768,0
2018p699003,earthquake,2018-09-16T15:08:54.988Z,2018-09-23T23:27:52.198Z,179.4972687,-37.19429779,3.860033802,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,55,47,36,1.017101169,281.4968414,0.5648132375,0
2018p698966,,2018-09-16T14:49:04.184Z,2018-09-16T14:51:22.574Z,168.3342101,-44.40708429,2.683535386,5.46875,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.383840751,176.810743,0.8727850655,0
2018p698954,,2018-09-16T14:42:55.536Z,2018-09-16T14:45:03.334Z,176.8742796,-37.16656204,2.136163779,81.875,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.9105809004,192.3224458,1.272215289,0
2018p698951,earthquake,2018-09-16T14:41:12.486Z,2018-09-17T00:12:02.844Z,175.490598,-39.15189899,0.6548790081,6.69921875,M,,NonLinLoc,confirmed,manual,nz3drx,23,15,4,0.06291389512,169.2150121,0.2844747527,0
2018p698628,,2018-09-16T11:49:23.807Z,2018-09-16T11:51:38.365Z,172.802778,-41.84333149,2.30158489,84.6875,M,,NonLinLoc,,automatic,nz3drx,24,24,6,0.1097403815,70.96534295,0.6962909798,0
2018p698587,,2018-09-16T11:27:27.118Z,2018-09-16T11:30:01.838Z,173.603267,-40.39159712,2.590578916,131.5625,M,,NonLinLoc,,automatic,nz3drx,62,62,27,0.475382685,134.6083194,1.22348922,0
2018p698565,,2018-09-16T11:15:37.431Z,2018-09-16T11:17:35.615Z,176.9945013,-38.01520768,2.062974607,49.53125,M,,NonLinLoc,,automatic,nz3drx,19,19,10,0.2587104951,202.2652979,0.5667910116,0
2018p698543,,2018-09-16T11:04:06.342Z,2018-09-16T11:05:49.032Z,174.3237508,-41.18890338,2.347929308,41.09375,M,,NonLinLoc,,automatic,nz3drx,24,24,12,0.04304897433,70.20941499,0.7251710782,0
2018p698511,earthquake,2018-09-16T10:46:53.018Z,2018-09-23T22:16:50.000Z,174.2869873,-41.7117691,2.392065947,9.289686203,M,,LOCSAT,confirmed,manual,iasp91,27,22,13,0.06621414423,138.9044189,0.4141837048,0
2018p698485,earthquake,2018-09-16T10:33:11.361Z,2018-09-23T22:13:15.027Z,178.95401,-39.95989609,2.94499434,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,41,31,19,1.142483354,156.4799805,0.5910081828,0
2018p698470,,2018-09-16T10:25:02.530Z,2018-09-16T10:27:31.717Z,174.9391671,-40.09970596,2.049621195,29.84375,M,,NonLinLoc,,automatic,nz3drx,24,24,10,0.345882445,138.9205379,0.5703392813,0
2018p698437,,2018-09-16T10:07:38.610Z,2018-09-16T10:09:45.277Z,178.1587515,-37.56652781,1.914108596,36.875,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.3097639575,276.7402154,1.186373096,0
2018p698416,earthquake,2018-09-16T09:56:11.591Z,2018-09-23T22:06:44.348Z,178.8043518,-40.12039948,3.627434043,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,27,21,1.189314723,156.629303,0.6309444499,0
2018p698403,earthquake,2018-09-16T09:49:32.138Z,2018-09-23T21:56:21.716Z,178.9782562,-37.3820076,2.677767057,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,33,13,0.5638400912,270.3813934,1.003733639,0
2018p698364,earthquake,2018-09-16T09:28:27.967Z,2018-09-23T21:47:41.191Z,175.4805603,-39.05760193,3.698555497,105.0988693,M,,LOCSAT,confirmed,manual,iasp91,46,37,105,0.03592820466,69.50280762,0.3678258375,0
2018p698263,outside of network interest,2018-09-16T08:34:00.226Z,2018-09-21T05:47:48.913Z,-178.2746277,-33.73028183,4.274409375,120,M,operator assigned,LOCSAT,confirmed,manual,iasp91,77,62,42,4.46489954,204.545521,1.409200045,0
2018p698235,,2018-09-16T08:20:07.700Z,2018-09-16T09:09:04.893Z,177.3725593,-39.07905093,1.748975332,20.703125,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.1074580537,123.6560501,0.1673033919,0
2018p698219,earthquake,2018-09-16T08:11:28.040Z,2018-09-21T05:36:30.391Z,177.4285583,-37.02420807,2.88964543,133.8090515,M,,LOCSAT,confirmed,manual,iasp91,32,24,19,0.7831141949,192.3581467,0.5267061382,0
2018p698182,,2018-09-16T07:51:38.761Z,2018-09-16T07:53:23.740Z,174.1669107,-41.68726598,1.906302578,14.140625,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.07208571137,69.73897322,0.4594045753,0
2018p698154,,2018-09-16T07:37:08.372Z,2018-09-16T07:39:10.927Z,175.6362956,-39.54211315,1.838199763,70.625,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.3461506343,145.471688,0.9687685607,0
2018p698148,,2018-09-16T07:33:19.381Z,2018-09-16T07:35:14.756Z,177.2075639,-38.74494616,2.403079359,5.46875,M,,NonLinLoc,,automatic,nz3drx,14,14,10,0.214552496,241.7481097,1.436992346,0
2018p698146,,2018-09-16T07:32:13.978Z,2018-09-16T07:34:08.521Z,176.9132658,-39.01088819,1.970143021,35.9375,M,,NonLinLoc,,automatic,nz3drx,14,14,10,0.1660928463,185.4177573,1.020074186,0
2018p698104,,2018-09-16T07:10:23.319Z,2018-09-16T07:12:36.326Z,177.7764127,-39.68686835,1.934106449,44.375,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.6647809274,261.7819159,1.153667142,0
2018p697910,earthquake,2018-09-16T05:26:45.114Z,2018-09-21T05:32:44.463Z,178.5939026,-40.8003006,3.357054382,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,65,50,31,1.529433012,135.1567535,0.981600598,0
2018p697868,,2018-09-16T05:04:29.089Z,2018-09-16T05:06:47.327Z,174.2682059,-40.23467421,2.563560155,36.875,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.6298677714,198.3918728,1.454654116,0
2018p697641,,2018-09-16T03:03:31.260Z,2018-09-16T03:05:52.579Z,177.9048931,-37.66856958,2.236882522,58.4375,M,,NonLinLoc,,automatic,nz3drx,16,16,9,0.1335909031,246.3381955,1.056728621,0
2018p697589,,2018-09-16T02:35:48.867Z,2018-09-16T02:37:50.542Z,174.9733169,-41.28066596,1.762566969,25.859375,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.1517923482,66.77432152,0.3672552538,0
2018p697576,earthquake,2018-09-16T02:28:47.275Z,2018-09-16T21:28:39.428Z,176.7552057,-38.11654555,2.082346248,5.1171875,M,,NonLinLoc,confirmed,manual,nz3drx,28,20,15,0.01490318943,59.55575706,0.3036389508,0
2018p697534,,2018-09-16T02:06:36.599Z,2018-09-16T02:31:57.560Z,177.1937161,-38.35962219,2.24912588,41.5625,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.1156638994,116.3459921,1.464661824,0
2018p697505,outside of network interest,2018-09-16T01:49:48.240Z,2018-09-21T05:25:50.467Z,-178.196991,-32.29377747,4.639168279,100,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,16,12,3.031440973,199.8412733,1.397099615,0
2018p697476,earthquake,2018-09-16T01:35:37.114Z,2018-09-16T21:26:54.411Z,175.9141656,-38.50649803,1.925425437,10.0390625,M,,NonLinLoc,confirmed,manual,nz3drx,22,18,12,0.07289870366,121.5113537,0.3103112446,0
2018p697446,earthquake,2018-09-16T01:19:37.070Z,2018-09-16T21:25:57.192Z,176.7493707,-38.10949059,1.74083463,5.05859375,M,,NonLinLoc,confirmed,manual,nz3drx,17,13,8,0.008197379933,61.20055314,0.2808426276,0
2018p697441,earthquake,2018-09-16T01:16:33.976Z,2018-09-16T21:24:53.083Z,176.7395034,-38.10585243,1.928681877,5.05859375,M,,NonLinLoc,confirmed,manual,nz3drx,17,11,6,0.002496568322,72.9004754,0.3224753709,0
2018p697436,earthquake,2018-09-16T01:13:58.714Z,2018-09-16T05:29:10.889Z,176.7302399,-38.10213089,3.180139709,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,60,49,37,0.008348333649,51.99806976,0.8543316574,0
2018p697402,,2018-09-16T00:55:52.574Z,2018-09-16T01:00:21.200Z,174.2407482,-41.62687387,1.34693062,30.78125,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.1256952255,115.3771599,1.053155808,0
2018p697362,,2018-09-16T00:34:41.989Z,2018-09-16T00:35:53.511Z,176.1659231,-40.23325494,1.337626978,37.34375,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.06737271541,91.85904049,0.8641301124,0
2018p697341,earthquake,2018-09-16T00:23:29.797Z,2018-09-21T05:17:35.828Z,173.6969757,-42.24914551,2.391730744,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,21,9,0.1768950522,128.7119827,1.009804674,0
2018p697300,outside of network interest,2018-09-16T00:01:20.934Z,2018-09-16T00:39:20.459Z,-178.3934937,-34.21923828,4.545466416,100,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,15,12,4.278126717,206.6804571,1.075220696,0
2018p697285,,2018-09-15T23:53:49.190Z,2018-09-15T23:55:54.425Z,174.4615204,-40.1503973,1.964994528,60.3125,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.5677129344,160.7324419,0.6019724682,0
2018p697267,,2018-09-15T23:43:51.959Z,2018-09-15T23:46:19.124Z,175.784709,-38.7230085,2.369501518,137.1875,M,,NonLinLoc,,automatic,nz3drx,38,38,19,0.3874505345,84.46204961,1.256590159,0
2018p697178,,2018-09-15T22:56:54.573Z,2018-09-15T22:58:52.365Z,174.9571873,-40.10024784,2.232012005,29.84375,M,,NonLinLoc,,automatic,nz3drx,27,27,18,0.3449941994,129.6951296,0.6924735407,0
2018p697098,earthquake,2018-09-15T22:14:00.297Z,2018-09-21T04:58:02.245Z,172.7615967,-42.58665848,3.798964471,38.97894669,M,,LOCSAT,confirmed,manual,iasp91,63,41,31,0.4108827114,78.49822998,0.6570534071,0
2018p697060,outside of network interest,2018-09-15T21:53:05.243Z,2018-09-21T05:10:17.390Z,-178.9117584,-34.54751205,3.99400905,196.1297913,M,,LOCSAT,confirmed,manual,iasp91,60,50,31,3.758745432,335.8496094,0.9034044127,0
2018p697055,,2018-09-15T21:51:08.972Z,2018-09-15T21:52:49.347Z,177.2444421,-39.49418131,2.077844094,30.3125,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.214799015,162.2088093,0.6320333229,0
2018p697043,earthquake,2018-09-15T21:44:32.341Z,2018-09-21T04:52:55.956Z,174.4095459,-39.41973877,2.664723814,141.7301331,M,,LOCSAT,confirmed,manual,iasp91,49,44,25,0.2851274312,79.72786522,0.6954567471,0
2018p696687,,2018-09-15T18:35:28.471Z,2018-09-15T18:36:52.498Z,177.7798102,-38.8874056,1.37725273,36.875,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.1631944465,172.0296949,1.692581417,0
2018p696626,,2018-09-15T18:02:42.727Z,2018-09-15T18:04:39.806Z,177.7289777,-38.17453252,1.669652109,50.46875,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.1971933261,91.77710252,0.7790078003,0
2018p696615,,2018-09-15T17:56:56.760Z,2018-09-15T17:58:06.711Z,176.9191965,-39.912577,1.524468077,17.65625,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.1199835511,174.5860719,0.4602964298,0
2018p696576,,2018-09-15T17:35:58.934Z,2018-09-15T17:37:59.619Z,175.9991791,-38.70957869,1.55267272,122.1875,M,,NonLinLoc,,automatic,nz3drx,22,22,6,0.344467874,104.9093252,1.233835622,0
